SID,MATRICULA,CVE_PROGRAMA,ESTADO,PERIODO,FECHA_ACT
5189,2024B05189,LIGA2020MX,Activo,2025CA,2024-07-19
5190,2023A05190,LIIN2020MX,Baja Temporal,2025CA,2024-06-22
5191,2023B05191,LICI2020MX,Activo,2024CC,2024-10-07
5192,2024A05192,LIED2020MX,Baja Temporal,2025CA,2024-12-23
5193,2023C05193,LIDE2020MX,Baja Temporal,2025CA,2024-12-08
5194,2020B05194,LIIN2020MX,Activo,2022CC,2024/10/02
5195,2025B05195,LIDE2020MX,Activo,2025CA,2024-09-17
5196,2023B05196,LIED2020MX,Activo,2025CA,2024-08-28
5197,2022B05197,LIDE2020MX,Egresado,2024CC,2024-12-31
5198,2020C05198,LIEN2022MX,activo,2023CA,2024-09-25
5199,2023B05199,LIPS2020MX,Activo,2025CA,2025-01-17
5200,2022C05200,LIME2020MX,Titulado,2024CC,2025-01-09
5201,2022A05201,LIEN2022MX,Titulado,2025CA,2024-07-23
5202,2023A05202,LIAD2020MX,Activo,2025CA,2024-12-15
5203,2024A05203,LIIN2020MX,Activo,2025CA,2024-06-04
5204,2022A05204,LIED2020MX,Egresado,2024CC,2024-08-26
5205,2025B05205,LIAD2020MX,Activo,2025CA,2024-06-01
5206,2022C05206,LISC2020MX,Baja Definitiva,2024CC,2024-12-09
5207,2022C05207,LIPS2020MX,Egresado,2024CC,2024-11-25
5208,2024B05208,LIDN2022MX,Baja Definitiva,2024CC,2024-06-01
5209,2018C05209,LIDE2020MX,Egresado,2020CC,2025-02-18
5210,2024B05210,LIIN2020MX,Activo,2024CC,2025-03-10
5211,2025A05211,LIIN2020MX,Activo,2025CA,2024-07-07
5212,2022A05212,LIGA2020MX,Egresado,2024CC,2025-03-13
5213,2022A05213,LIDN2022MX,Titulado,2024CC,17 Nov 2024
5214,2022A05214,LIGA2020MX,Egresado,2024CC,2024-10-09
5215,2023C05215,LIPS2020MX,Activo,2024CC,2024-11-11
5216,2023B05216,LIEN2022MX,Baja Temporal,2024CC,2024-11-07
5217,2018B05217,LISC2020MX,Egresado,2020CC,2024-09-10
5218,2020B05218,LIIN2020MX,Activo,2022CC,2024-10-01
5219,2020B05219,LIDN2022MX,Egresado,2022CC,2025-02-16
5220,2020B05220,LIEN2022MX,Egresado,2023CA,2024-11-30
5221,2022B05221,LIDE2020MX,Activo,2024CC,2024-08-09
5222,2020A05222,LIME2020MX,Baja Definitiva,2022CC,2024-12-31
5223,2022A05223,LIDE2020MX,Egresado,2024CC,2025-01-06
5224,2021B05224,LIGA2020MX,Activo,2023CC,2024-11-17
5225,2023B05225,LICO2020MX,Baja Temporal,2025CA,2024-08-13
5226,2020A05226,LISC2020MX,Egresado,2022CC,2024-07-15
5227,2021A05227,LICO2020MX,Titulado,2023CC,2024-12-07
5228,2020B05228,LIIN2020MX,Titulado,2022CC,2024-10-02
5229,2025B05229,LIIN2020MX,Baja Temporal,2025CA,2025-02-07
5230,2023B05230,LIIN2020MX,Activo,2025CA,2024-12-06
5231,2021C05231,LIDN2022MX, Egresado,2023CC,2025-01-04
5232,2023B05232,LIED2020MX,Activo,2024CC,2024-10-10
5233,2024C05233,LIED2020MX,Activo,2024CC,2024-11-10
5234,2018C05234,LIDN2022MX,Baja Definitiva,2020CC,2025-02-22
5235,2025B05235,LIDN2022MX,Activo,2025CA,2024-06-17
5236,2023A05236,LISC2020MX,Baja Definitiva,2024CC,2025-01-25
5237,2024C05237,LIED2020MX,Activo,2024CC,2025-02-16
5238,2021B05238,LIME2020MX,Titulado,2023CC,2024-07-18
5239,2018B05239,LIAD2020MX,Titulado,2020CC,2024-12-01
5240,2021B05240,LIDE2020MX,Titulado,2023CC,2024-11-27
5241,2022B05241,LIEN2022MX,Activo,2024CC,2024-11-19
5242,2023B05242,LIEN2022MX,Activo,2024CC,2024-10-20
5243,2019C05243,LICO2020MX,Egresado,2021CC,2025-03-13
5244,2023C05244,LIGA2020MX,Activo,2024CC,2024-11-18
5245,2024A05245,LICO2020MX,Activo,2025CA,2025-03-08
5246,2023C05246,LISC2020MX,Activo,2025CA,10 Feb 2025
5247,2025B05247,LIME2020MX,Baja Temporal,2025CA,10 Aug 2024
5248,2022B05248,LIME2020MX,Baja Definitiva,2024CC,2024-06-21
5249,2018A05249,LISC2020MX,Egresado,2020CC,2024-07-31
5250,2025B05250,LICI2020MX,Activo,2025CA,2024-10-04
5251,2023B05251,LIEN2022MX,Activo,2024CC,2024-06-07
5252,2019C05252,LISC2020MX,Baja Definitiva,2021CC,2025-03-10
5253,2023C05253,LIAD2020MX,Activo,2025CA,2024-12-23
5254,2018A05254,LISC2020MX,Titulado,2020CC,2024-06-08
5255,2025A05255,LIED2020MX,Activo,2025CA,2024-10-10
5256,2023B05256,LIGA2020MX,Activo,2025CA,2024-12-25
5257,2024A05257,LISC2020MX,Baja Definitiva,2024CC,2024-11-17
5258,2025B05258,LIEN2022MX,Activo,2025CA,2024-07-31
5259,2025B05259,LIDE2020MX,Activo,2025CA,2024-08-14
5260,2023B05260,LIAD2020MX,ACTIVO,2025CA,2024-06-23
5261,2025C05261,LIEN2022MX,activo,2025CA,2024-12-01
5262,2025B05262,LIGA2020MX,Activo,2025CA,2024-12-13
5263,2023C05263,LISC2020MX,Activo,2025CA,2024-11-21
5264,2023C05264,LISC2020MX,Baja Temporal,2025CA,2024-10-13
5265,2025C05265,LIEN2022MX,Activo,2025CA,2024-12-04
5266,2021C05266,LIEN2022MX,Titulado,2024CA,2025-03-08
5267,2025A05267,LIPS2020MX,BAJA DEFINITIVA,2025CA,2024-06-24
5268,2024B05268,LIEN2022MX,Activo,2025CA,2024-12-30
5269,2020C05269,LIAD2020MX,Activo,2022CC,21/01/2025
5270,2022C05270,LIDN2022MX, Titulado,2024CC,2025-01-28
5271,2021A05271,LIED2020MX,Titulado,2023CC,2024-09-22
5272,2024B05272,LIGA2020MX,Activo,2025CA,2024-08-17
5273,2020C05273,LICI2020MX,Titulado,2022CC,2025-02-08
5274,2024A05274,LIED2020MX,Activo,2024CC,2024-12-29
5275,2023B05275,LIDE2020MX,Activo,2025CA,2025-01-01
5275,2023B05275,LIDE2020MX,Activo,2025CA,2025-01-01
5276,2021C05276,LIGA2020MX,Egresado,2023CC,2024-08-30
5277,2024C05277,LIEN2022MX,Baja Definitiva,2024CC,2024-10-07
5278,2022A05278,LIDE2020MX,Baja Definitiva,2024CC,2025-03-01
5279,2020C05279,LIPS2020MX,Titulado,2022CC,2025-02-15
5280,2023B05280,LIDN2022MX,Activo,2025CA,2024-06-03
5281,2019A05281,LISC2020MX,Egresado,2021CC,2025-02-09
5282,2025A05282,LIDN2022MX,Activo,2025CA,2024-06-04
5283,2023B05283,LIME2020MX,Activo,2024CC,2025-02-04
5284,2024C05284,LIEN2022MX,Baja Temporal,2025CA,2024-07-07
5285,2020C05285,LIED2020MX,Egresado,2022CC,2025-02-14
5286,2019B05286,LICO2020MX,Egresado,2021CC,2024-11-29
5287,2023B05287,LIPS2020MX,Activo,2024CC,2024-12-06
5288,2024A05288,LIDN2022MX,Baja Temporal,2025CA,2024-06-13
5289,2022B05289,LICI2020MX,Egresado,2024CC,2024-06-04
5290,2020B05290,LIIN2020MX,Titulado,2022CC,2025-03-01
5291,2023A05291,LIEN2022MX,Activo,2025CA,2025-02-16
5292,2022B05292,LIAD2020MX,Activo,2024CC,2024-10-31
5293,2023B05293,LIDE2020MX,Activo,2024CC,2024-06-21
5294,2022C05294,LIEN2022MX,Titulado,2025CA,2024-06-06
5295,2025A05295,LIEN2022MX,Baja Temporal,2025CA,2024-06-20
5296,2024B05296,LIEN2022MX,Activo,2024CC,2024-08-14
5297,2022B05297,LIPS2020MX,Titulado,2024CC,2024-09-26
5298,2024C05298,LIEN2022MX,Activo,2024CC,2024-08-28
5299,2025B05299,LIPS2020MX,Activo ,2025CA,2024-10-18
5300,2020C05300,LICO2020MX,Baja Definitiva,2022CC,2024-08-03
5301,2023B05301,LICO2020MX,Activo,2024CC,2024-06-06
5302,2022B05302,LIEN2022MX,Egresado,2025CA,2024-08-08
5303,2024A05303,LIME2020MX,Activo,2025CA,2024-06-29
5304,2024B05304,LIDN2022MX,Activo,2025CA,2025-01-14
5304,2024B05304,LIDN2022MX,Activo,2025CA,2025-01-14
5305,2020B05305,LIPS2020MX,Activo,2022CC,2025-02-20
5306,2025A05306,LIIN2020MX,Activo,2025CA,2024-07-15
5307,2018A05307,LIED2020MX,Titulado,2020CC,2024-08-20
5308,2023A05308,LIAD2020MX,Activo,2025CA,2025-01-28
5309,2020B05309,LIGA2020MX,Egresado,2022CC,2024-09-30
5310,2024B05310,LISC2020MX,Activo,2025CA,07-09-2024
5311,2025C05311,LIPS2020MX,Baja Temporal,2025CA,2025-02-06
5312,2020B05312,LIEN2022MX,Egresado,2023CA,2024-06-14
5313,2020B05313,LICO2020MX,Titulado,2022CC,2025-02-15
5314,2024C05314,LIIN2020MX,Baja Temporal,2025CA,2025-02-02
5315,2023B05315,LICI2020MX,Activo,2025CA,2024-07-15
5316,2021A05316,LIGA2020MX,Egresado,2023CC,2025-02-27
5317,2024B05317,LISC2020MX,Baja Temporal,2025CA,2024-09-27
5318,2025A05318,LISC2020MX,Activo,2025CA,2024-10-16
5318,2025A05318,LISC2020MX,Activo,2025CA,2024-10-16
5319,2021C05319,LICO2020MX,Egresado,2023CC,2024-10-03
5320,2023B05320,LICI2020MX,Activo,2024CC,2024-10-01
5321,2022A05321,LIEN2022MX,Titulado,2025CA,2024-09-27
5321,2022A05321,LIEN2022MX,Titulado,2025CA,2024-09-27
5322,2023A05322,LIEN2022MX,Activo,2025CA,2025-02-26
5323,2018A05323,LIDN2022MX,Egresado,2020CC,2024-08-18
5324,2023C05324,LICO2020MX,Baja Temporal,2025CA,2025-02-07
5325,2024B05325,LIEN2022MX,Baja Definitiva,2025CA,2024-06-26
5326,2022A05326,LIGA2020MX,Titulado,2024CC,2025-03-12
5327,2024B05327,LIDN2022MX,Activo,2025CA,2025-03-13
5328,2022C05328,LIIN2020MX,Activo,2024CC,2024-07-02
5329,2022A05329,LISC2020MX,Egresado,2024CC,2025-02-26
5330,2024C05330,LIDN2022MX,Activo,2025CA,04 Jul 2024
5331,2021A05331,LIGA2020MX,Egresado,2023CC,2025-02-12
5332,2023B05332,LIME2020MX,Activo,2025CA,2024-09-11
5333,2024C05333,LIDN2022MX,Activo,2024CC,2024-12-12
5334,2021B05334,LIPS2020MX,Titulado,2023CC,2025-02-12
5335,2021A05335,LIME2020MX,Titulado,2023CC,2024-08-19
5336,2018C05336,LISC2020MX,Egresado,2020CC,2025-03-12
5337,2019B05337,LIME2020MX,Titulado,2021CC,2024-09-27
5338,2022A05338,LIGA2020MX, Baja Definitiva,2024CC,2025-02-05
5339,2018A05339,LIGA2020MX,Egresado,2020CC,2024-12-17
5340,2019C05340,LICI2020MX,Titulado,2021CC,2025-01-08
5341,2025B05341,LIIN2020MX,Activo,2025CA,2024-06-15
5342,2023B05342,LICI2020MX,Baja Definitiva,2025CA,2024-11-20
5343,2018C05343,LIGA2020MX,Titulado,2020CC,2025-01-02
5344,2021A05344,LICO2020MX,Titulado,2023CC,2024-07-18
5345,2021B05345,LISC2020MX,Activo,2023CC,2024-07-08
5346,2019B05346,LIIN2020MX,Titulado,2021CC,2024-07-29
5347,2019B05347,LIEN2022MX,Egresado,2022CA,2025-03-04
5348,2023B05348,LIED2020MX,Baja Temporal,2025CA,25/07/2024
5349,2023A05349,LICI2020MX,Activo,2024CC,2024-06-22
5350,2024C05350,LISC2020MX,Activo,2024CC,2024-06-30
5351,2024A05351,LISC2020MX,Activo,2024CC,2024-09-17
5352,2020A05352,LICI2020MX,Activo,2022CC,2025-01-24
5353,2023A05353,LISC2020MX,Baja  Temporal,2025CA,2024-09-08
5354,2021B05354,LICO2020MX,Titulado,2023CC,2024-09-10
5355,2023A05355,LICI2020MX,Activo,2025CA,2024-09-08
5356,2021B05356,LIIN2020MX,Egresado ,2023CC,2024-08-29
5357,2023C05357,LIPS2020MX,Activo,2025CA,2024-11-06
5358,2021A05358,LIEN2022MX,Titulado,2024CA,2024-10-13
5359,2022C05359,LIDE2020MX,Titulado,2024CC,2024-10-25
5360,2020B05360,LISC2020MX,Egresado,2022CC,2024-06-11
5361,2019B05361,LIDE2020MX,Titulado,2021CC,2024-11-03
5362,2023C05362,LICI2020MX,Baja Temporal,2025CA,2024-11-05
5363,2023B05363,LIAD2020MX,Activo,2025CA,2024-07-27
5364,2024C05364,LISC2020MX,Activo,2024CC,2025-02-02
5365,2023C05365,LIAD2020MX,Activo,2025CA,2024-09-10
5366,2022A05366,LICI2020MX,Titulado,2024CC,2024-08-08
5367,2024B05367,LIPS2020MX,Activo,2025CA,2024-09-29
5368,2023C05368,LIDE2020MX,Baja Temporal,2025CA,2024-06-16
5369,2023A05369,LIDE2020MX,Activo,2024CC,2025-03-03
5370,2023B05370,LIME2020MX,Activo,2025CA,2024-11-20
5371,2020B05371,LIDN2022MX,Egresado,2022CC,2024-11-28
5372,2021A05372,LIDE2020MX,Egresado,2023CC,2025-02-10
5373,2024A05373,LICO2020MX,Activo,2024CC,2025-03-05
5374,2020A05374,LIED2020MX,Titulado,2022CC,2024-11-03
5375,2025C05375,LICO2020MX,Baja Temporal,2025CA,2024-12-21
5376,2025C05376,LIEN2022MX,Activo,2025CA,2024-12-15
5377,2025A05377,LIDE2020MX,Activo,2025CA,2025-02-02
5378,2022A05378,LIEN2022MX,Activo,2024CC,2024-06-15
5379,2025A05379,LIAD2020MX,Baja Temporal,2025CA,2024-07-03
5380,2024B05380,LIED2020MX,Activo,2025CA,2024-12-13
5381,2025C05381,LIGA2020MX,Baja Definitiva,2025CA,2024-09-24
5382,2023C05382,LICI2020MX,Activo,2024CC,2024-10-26
5383,2023B05383,LICO2020MX,Activo,2024CC,2024-07-25
5384,2021A05384,LIAD2020MX,Activo,2023CC,2024-06-30
5385,2025A05385,LICI2020MX,Activo,2025CA,2025-02-11
5385,2025A05385,LICI2020MX,Activo,2025CA,2025-02-11
5386,2023A05386,LIED2020MX,Activo,2025CA,2025-02-08
5387,2019C05387,LIPS2020MX,Egresado,2021CC,2024-10-22
5388,2018B05388,LIED2020MX,Egresado,2020CC,2024-12-06
5389,2021A05389,LIDN2022MX,Titulado,2023CC,2025-02-03
5390,2021C05390,LICO2020MX,Baja Definitiva ,2023CC,2024-12-28
5391,2023B05391,LIDN2022MX,Activo,2025CA,2024-09-08
5392,2020B05392,LIIN2020MX,Egresado,2022CC,2025-01-05
5393,2021C05393,LIAD2020MX,Baja Definitiva,2023CC,07/03/2024
5394,2021C05394,LIGA2020MX,Egresado,2023CC,2024-10-29
5395,2018A05395,LIEN2022MX,Activo,2021CA,2024-07-06
5395,2018A05395,LIEN2022MX,Activo,2021CA,2024-07-06
5396,2023A05396,LIAD2020MX,Baja Temporal,2025CA,2024-07-23
5397,2023C05397,LIDN2022MX,Activo,2025CA,01/10/2025
5398,2019A05398,LIGA2020MX,Activo,2021CC,2024-10-30
5399,2024A05399,LIDN2022MX,Activo,2025CA,2024-12-10
5400,2019C05400,LIME2020MX,Egresado,2021CC,2024-10-14
5401,2024C05401,LIME2020MX,Activo,2025CA,2024-09-14
5402,2018A05402,LICO2020MX,Egresado,2020CC,2024-11-26
5403,2023B05403,LIPS2020MX,Baja Definitiva,2025CA,2024-11-09
5404,2022C05404,LIIN2020MX,Egresado,2024CC,2025-01-15
5405,2023C05405,LIED2020MX,Activo,2024CC,2024-09-07
5406,2022B05406,LISC2020MX,Egresado,2024CC,2024-07-28
5407,2021B05407,LICO2020MX,Titulado,2023CC,2024-12-22
5408,2022B05408,LIDN2022MX,Egresado,2024CC,2024-09-01
5409,2019C05409,LIGA2020MX,Egresado,2021CC,2024-12-30
5410,2024A05410,LIDE2020MX,Baja Temporal,2025CA,2024-11-12
5411,2022A05411,LISC2020MX,Egresado,2024CC,2024/11/27
5412,2024B05412,LIGA2020MX,Activo,2025CA,2024-08-04
5413,2022B05413,LICO2020MX,Activo,2024CC,2024-06-09
5414,2020B05414,LICO2020MX,Egresado,2022CC,2025-02-06
5415,2022A05415,LIDE2020MX,Activo,2024CC,2024-08-25
5416,2019B05416,LIED2020MX,Activo,2021CC,2024-06-27
5417,2020B05417,LIDN2022MX,Titulado,2022CC,2025-02-21
5418,2022B05418,LISC2020MX,Titulado,2024CC,2025-02-21
5419,2018A05419,LICO2020MX,Baja Definitiva,2020CC,2024-06-18
5420,2022A05420,LISC2020MX,Activo,2024CC,2024-07-27
5421,2019C05421,LICO2020MX,Egresado,2021CC,2025-02-09
5422,2019A05422,LIDN2022MX,Egresado,2021CC,2024-09-07
5423,2025A05423,LIIN2020MX,Activo,2025CA,07/24/2024
5424,2023A05424,LISC2020MX,Activo,2024CC,2024-11-12
5425,2023C05425,LIDE2020MX,Activo,2025CA,2024-09-01
5426,2022A05426,LIDE2020MX,Egresado,2024CC,2024-07-29
5427,2024A05427,LISC2020MX,Activo,2025CA,2024/07/02
5428,2024B05428,LICI2020MX,Activo,2024CC,2024-11-03
5429,2021A05429,LICO2020MX,Titulado,2023CC,2024-08-28
5430,2023B05430,LICO2020MX,Baja Definitiva,2025CA,2024-11-02
5431,2023B05431,LISC2020MX,Baja Definitiva,2025CA,2024-10-21
5432,2025B05432,LIAD2020MX,Activo,2025CA,2024-10-29
5433,2025B05433,LICO2020MX,Activo,2025CA,2025-02-07
5434,2021B05434,LIDN2022MX,Titulado,2023CC,2025-02-03
5435,2024C05435,LICO2020MX,Baja Temporal,2024CC,2024-09-17
5436,2025A05436,LIED2020MX,Activo,2025CA,03-03-2025
5437,2022C05437,LICI2020MX,Activo,2024CC,2024-06-05
5438,2024C05438,LIAD2020MX,Activo,2024CC,2024-07-04
5439,2020B05439,LIED2020MX,Titulado,2022CC,2024-06-26
5440,2020C05440,LISC2020MX,Egresado,2022CC,2024-12-24
5441,2023C05441,LIED2020MX,Activo,2024CC,2024-10-31
5442,2021C05442,LIEN2022MX,Titulado,2024CA,2024-10-07
5443,2022C05443,LICO2020MX,Titulado,2024CC,2024-06-20
5444,2024A05444,LIDN2022MX,Activo,2025CA,2024-06-10
5445,2020A05445,LICO2020MX,Egresado,2022CC,2025-01-16
5446,2019C05446,LIDN2022MX,Egresado,2021CC,2025-02-14
5447,2024A05447,LIDN2022MX,Activo,2025CA,2025-02-05
5448,2024C05448,LIEN2022MX, Activo,2025CA,2025-02-25
5449,2025A05449,LISC2020MX,Activo,2025CA,2024-08-22
5450,2022A05450,LIAD2020MX,Egresado,2024CC,2025-02-11
5451,2023A05451,LIED2020MX,Baja Temporal,2025CA,2025-01-02
5452,2022A05452,LIIN2020MX,Egresado,2024CC,2024-06-28
5453,2024A05453,LIED2020MX,Activo,2025CA,2025-01-21
5454,2021B05454,LIGA2020MX,Activo,2023CC,2024-08-30
5455,2024A05455,LIME2020MX,Activo,2025CA,2024-06-09
5456,2023A05456,LIME2020MX,Activo,2024CC,2024-09-26
5457,2021C05457,LIPS2020MX,Activo,2023CC,2025-01-01
5458,2021C05458,LIED2020MX,Egresado,2023CC,2025-02-01
5459,2019C05459,LIGA2020MX,Titulado,2021CC,2024-12-26
5460,2021A05460,LISC2020MX,Activo,2023CC,2024-10-18
5461,2019A05461,LIDE2020MX,Activo,2021CC,2025-02-24
5462,2023C05462,LICI2020MX,Activo,2024CC,2024-10-03
5463,2021A05463,LIEN2022MX,Baja Definitiva,2024CA,2025-01-03
5464,2021B05464,LIED2020MX,Egresado,2023CC,2024-08-17
5465,2021B05465,LIIN2020MX,Titulado,2023CC,2024-08-10
5466,2025C05466,LIGA2020MX,Baja Temporal,2025CA,2024-11-25
5467,2024C05467,LIAD2020MX,Activo,2025CA,2024-06-17
5468,2018C05468,LIED2020MX,Egresado,2020CC,2024-07-20
5469,2020B05469,LICI2020MX,Egresado,2022CC,2024-08-16
5470,2020A05470,LIED2020MX,Baja Definitiva,2022CC,2024-09-29
5471,2021B05471,LIPS2020MX,Egresado,2023CC,2024-10-23
5472,2024B05472,LIEN2022MX,Activo,2025CA,2024-11-14
5473,2021B05473,LIDN2022MX,Egresado,2023CC,2024-08-02
5474,2024A05474,LIAD2020MX,Activo,2025CA,2024-07-26
5475,2020A05475,LIME2020MX,Titulado,2022CC,2024-12-20
5476,2025A05476,LISC2020MX,Baja Temporal,2025CA,2024-08-16
5477,2024A05477,LIDE2020MX,Activo,2025CA,2025-02-27
5478,2025C05478,LICI2020MX,Activo,2025CA,2024-09-21
5479,2024C05479,LIAD2020MX,Activo,2025CA,2024-10-13
5480,2021C05480,LIME2020MX,egresado,2023CC,2024-10-16
5481,2023C05481,LIEN2022MX,Activo,2025CA,2024-12-11
5482,2024C05482,LIED2020MX,Activo,2024CC,2025-02-18
5483,2024C05483,LIED2020MX,Activo,2025CA,2025-01-04
5483,2024C05483,LIED2020MX,Activo,2025CA,2025-01-04
5484,2021B05484,LIPS2020MX,Egresado,2023CC,2024-11-13
5485,2023B05485,LIDE2020MX,Activo,2024CC,2024-10-14
5486,2021B05486,LIPS2020MX,Activo,2023CC,2024-10-26
5487,2023B05487,LISC2020MX,Activo,2024CC,2024-12-23
5488,2025C05488,LIME2020MX,Activo,2025CA,25-07-2024
5489,2021A05489,LISC2020MX,Egresado,2023CC,2024-09-23
5490,2019A05490,LICI2020MX,Egresado,2021CC,2025-03-07
5491,2025B05491,LIDE2020MX,Baja Definitiva,2025CA,2024-10-24
5492,2019B05492,LICO2020MX,Titulado,2021CC,2024-10-24
5493,2022B05493,LIDE2020MX,Egresado,2024CC,2025/03/07
5494,2024C05494,LIGA2020MX,Baja Temporal,2024CC,15/12/2024
5495,2025B05495,LIDN2022MX,Activo,2025CA,2025-03-01
5496,2021C05496,LIDN2022MX,Titulado,2023CC,2024-09-26
5497,2025B05497,LIED2020MX,Activo,2025CA,2025-02-02
5498,2021A05498,LIDE2020MX,Titulado,2023CC,2025-03-14
5499,2021B05499,LISC2020MX,Titulado,2023CC,2024-09-03
5500,2022C05500,LIDE2020MX,Egresado,2024CC,2024-11-14
5501,2022C05501,LISC2020MX, Baja Definitiva,2024CC,2024/07/14
5502,2024C05502,LIED2020MX,Activo,2024CC,2024-08-09
5503,2022B05503,LIGA2020MX,Activo,2024CC,2024-10-22
5504,2024A05504,LIME2020MX,Activo,2025CA,2024-08-18
5505,2020B05505,LICI2020MX,Egresado,2022CC,2024-08-23
5506,2022C05506,LIME2020MX,Activo,2024CC,2024-07-07
5507,2025A05507,LIIN2020MX,Activo,2025CA,2024-12-20
5508,2023A05508,LIPS2020MX,Activo,2025CA,2025-03-13
5509,2023A05509,LIGA2020MX,Baja Definitiva,2024CC,2024-07-16
5510,2024B05510,LIDE2020MX,Activo,2025CA,2024-10-19
5511,2023C05511,LIME2020MX,Baja Temporal,2024CC,2025-03-04
5512,2018A05512,LICO2020MX,Egresado,2020CC,2024-08-22
5513,2023A05513,LICI2020MX,Activo,2024CC,2024-09-11
5514,2022C05514,LIEN2022MX,Activo,2024CC,2024-11-09
5515,2023A05515,LISC2020MX,Activo,2025CA,07/27/2024
5516,2022A05516,LICO2020MX,Activo,2024CC,2024-11-11
5517,2024B05517,LICO2020MX,Activo,2025CA,2024-08-07
5518,2020B05518,LICO2020MX,Activo,2022CC,2024-07-24
5519,2019A05519,LICO2020MX,Titulado,2021CC,2025-02-25
5520,2024A05520,LIME2020MX,Activo,2025CA,2024-09-28
5521,2019A05521,LIAD2020MX,Egresado,2021CC,2024-08-29
5522,2025C05522,LIIN2020MX,Activo,2025CA,2024-12-20
5523,2022C05523,LIEN2022MX,Activo,2024CC,2024-08-22
5524,2025B05524,LIDE2020MX,Baja Temporal,2025CA,2024-06-02
5525,2021C05525,LIGA2020MX,Activo,2023CC,2024-06-12
5526,2022B05526,LICI2020MX,Activo,2024CC,2024-09-18
5527,2025B05527,LIED2020MX,Activo,2025CA,2024-10-11
5528,2023B05528,LIGA2020MX,Activo,2025CA,2025-03-08
5529,2022C05529,LICO2020MX,Egresado,2024CC,2025-01-29
5530,2022A05530,LIIN2020MX,Egresado,2024CC,2025-03-05
5531,2023C05531,LIPS2020MX,Activo,2025CA,2024-06-18
5532,2021B05532,LIPS2020MX,Activo,2023CC,2024-07-04
5533,2021A05533,LISC2020MX,Egresado,2023CC,2025-02-03
5534,2024C05534,LIME2020MX,Activo,2025CA,2024-06-20
5535,2021B05535,LIED2020MX,Titulado,2023CC,2024-06-18
5536,2021C05536,LIPS2020MX,Activo,2023CC,2024-06-21
5537,2023A05537,LIIN2020MX,Activo,2024CC,2024-10-05
5538,2022A05538,LIAD2020MX,Egresado,2024CC,2024-08-16
5539,2024A05539,LIDN2022MX,Activo,2025CA,07 Sep 2024
5540,2021A05540,LIGA2020MX,Egresado,2023CC,2024-11-28
5541,2019C05541,LIDN2022MX,Activo,2021CC,2024-09-25
5542,2022A05542,LIPS2020MX,Egresado,2024CC,2024-06-16
5543,2025A05543,LIAD2020MX,Activo,2025CA,2024-11-29
5544,2024A05544,LIGA2020MX,Baja Definitiva,2024CC,2024-06-20
5545,2025A05545,LIIN2020MX,Activo,2025CA,2025-03-14
5546,2024A05546,LIEN2022MX,Baja Temporal,2025CA,2024-12-04
5547,2020A05547,LICI2020MX,Egresado,2022CC,2024-12-29
5548,2024B05548,LICI2020MX,Activo,2024CC,2024-09-15
5549,2024B05549,LIPS2020MX,Activo,2024CC,2025-01-16
5550,2024C05550,LIIN2020MX,Baja Definitiva,2025CA,26-06-2024
5551,2020A05551,LICO2020MX,Egresado,2022CC,2024-08-03
5552,2020C05552,LIME2020MX,Egresado,2022CC,2024-08-30
5553,2018C05553,LIDN2022MX,Egresado,2020CC,2024-08-05
5554,2020A05554,LIIN2020MX,Egresado,2022CC,2024-07-02
5555,2020C05555,LIAD2020MX,Titulado,2022CC,2025-01-29
5556,2024B05556,LIAD2020MX,Activo,2025CA,2024-07-01
5557,2024C05557,LISC2020MX,Activo,2024CC,2025-02-21
5558,2020A05558,LISC2020MX,Titulado,2022CC,2024-11-27
5559,2023B05559,LIPS2020MX,Activo,2025CA,2024-09-03
5560,2020B05560,LIED2020MX,Egresado,2022CC,2024-08-16
5561,2024B05561,LIED2020MX,Activo,2025CA,2024-09-20
5562,2024B05562,LIED2020MX,Activo,2024CC,2024-10-10
5563,2024B05563,LICI2020MX,Activo,2025CA,2025-01-17
5564,2024B05564,LIME2020MX,Activo,2025CA,2024-08-18
5565,2025B05565,LIDE2020MX,Baja Definitiva,2025CA,2024-12-06
5566,2023C05566,LIED2020MX,Activo,2025CA,2025-02-22
5567,2024A05567,LISC2020MX,Activo,2025CA,2024-08-05
5568,2021B05568,LIAD2020MX,Egresado,2023CC,2025/02/23
5569,2020C05569,LIAD2020MX,Egresado,2022CC,2025-02-27
5570,2019B05570,LIAD2020MX,Activo,2021CC,2024-12-04
5571,2024A05571,LIED2020MX,Baja Temporal,2025CA,2024/08/11
5572,2025B05572,LIED2020MX,Activo,2025CA,2024-11-03
5573,2024A05573,LIPS2020MX,Activo,2025CA,2024-06-05
5574,2024C05574,LIME2020MX,Activo,2024CC,2025-01-05
5575,2022C05575,LICO2020MX,Egresado ,2024CC,2025-03-08
5576,2025C05576,LIED2020MX,Activo,2025CA,2025-02-10
5577,2023B05577,LIME2020MX,Activo,2025CA,2024-10-19
5578,2023A05578,LIAD2020MX,Activo,2025CA,2024-06-20
5579,2023A05579,LIDE2020MX,Activo,2025CA,2024-07-27
5580,2019C05580,LIAD2020MX,Titulado,2021CC,2024-06-13
5581,2024C05581,LIDN2022MX,Activo,2024CC,2024-09-11
5582,2022A05582,LIDE2020MX,Titulado,2024CC,2024-11-16
5583,2020B05583,LICO2020MX,Titulado,2022CC,2024-09-21
