SID,NUM_TRANSACCION,PERIODO,TIPO_CARGO,MONTO,SALDO,FECHA_ACT
5340,TXN-2020-027433,2020CA,Inscripción,3081.1,0.0,2020-09-29
5340,TXN-2021-027434,2020CA,Colegiatura,6168.54,3810.97,2021-09-21
5340,TXN-2022-027435,2020CA,Reinscripción,2064.25,0.0,2022-07-28
5340,TXN-2023-027436,2020CA,Colegiatura,3917.57,0.0,2023-03-16
5340,TXN-2024-027437,2020CB,Colegiatura,3829.34,1138.01,2024-06-04
5340,TXN-2025-027438,2020CC,Colegiatura,4152.21,2990.92,2025-10-29
5341,TXN-2020-027439,2025CA,Inscripción,4913.61,0.0,2020-08-31
5342,TXN-2020-027440,2023CA,Inscripción,4366.54,0.0,2020-04-21
5342,TXN-2021-027441,2023CB,Colegiatura,6064.38,0.0,2021-01-11
5342,TXN-2022-027442,2023CC,Reinscripción,2075.47,1742.29,2022-06-07
5342,TXN-2023-027443,2024CA,Colegiatura,5513.05,0.0,2023-12-11
5342,TXN-2024-027444,2024CB,Colegiatura,4535.9,0.0,2024-04-09
5342,TXN-2025-027445,2024CC,Reinscripción,2188.43,0.0,2025-12-08
5343,TXN-2020-027446,2020CA,Inscripción,5195.12,0.0,2020-01-27
5343,TXN-2021-027447,2020CA,Colegiatura,3883.04,0.0,2021-10-30
5343,TXN-2022-027448,2020CA,Colegiatura,6010.69,0.0,2022-12-03
5343,TXN-2023-027449,2020CA,Colegiatura,4701.64,0.0,2023-10-22
5343,TXN-2024-027450,2020CA,Reinscripción,2637.8,0.0,2024-08-05
5343,TXN-2025-027451,2020CA,Colegiatura,5262.31,879.77,2025-09-19
5344,TXN-2020-027452,2021CA,Inscripción,5369.55,0.0,2020-11-10
5344,TXN-2021-027453,2021CB,Colegiatura,5875.85,1346.56,2021-02-14
5344,TXN-2022-027454,2021CC,Colegiatura,5582.83,4600.9,2022-03-25
5344,TXN-2023-027455,2022CA,Colegiatura,4859.29,4504.68,2023-02-02
5344,TXN-2024-027456,2022CB,Colegiatura,4331.08,0.0,2024-05-10
5344,TXN-2025-027457,2022CC,Reinscripción,2977.66,2448.26,2025-05-16
5345,TXN-2020-027458,2021CA,Inscripción,3490.85,0.0,2020-07-09
5345,TXN-2021-027459,2021CB,Reinscripción,1922.51,543.44,2021-05-26
5345,TXN-2022-027460,2021CC,Colegiatura,5049.85,0.0,2022-02-19
5345,TXN-2023-027461,2022CA,Colegiatura,4162.09,0.0,2023-06-04
5345,TXN-2024-027462,2022CB,Colegiatura,5229.51,2290.07,2024-01-19
5345,TXN-2025-027463,2022CC,Colegiatura,4135.23,0.0,2025-01-24
5346,TXN-2020-027464,2020CA,Inscripción,4543.41,0.0,2020-11-03
5346,TXN-2021-027465,2020CA,Colegiatura,5453.14,0.0,2021-11-20
5346,TXN-2022-027466,2020CA,Colegiatura,4043.25,785.8,2022-12-11
5346,TXN-2023-027467,2020CA,Colegiatura,6182.1,0.0,2023-09-08
5346,TXN-2024-027468,2020CB,Reinscripción,3361.31,1562.01,2024-01-12
5346,TXN-2025-027469,2020CC,Colegiatura,5688.37,0.0,2025-09-15
5347,TXN-2020-027470,2020CA,Inscripción,3733.76,0.0,2020-08-14
5347,TXN-2021-027471,2020CA,Colegiatura,4583.28,0.0,2021-06-09
5347,TXN-2022-027472,2020CA,Colegiatura,5688.58,0.0,2022-12-03
5347,TXN-2023-027473,2020CA,Colegiatura,6050.66,0.0,2023-02-20
5347,TXN-2024-027474,2020CB,Colegiatura,4059.67,0.0,2024-05-08
5347,TXN-2025-027475,2020CC,Colegiatura,6111.94,0.0,2025-10-22
5348,TXN-2020-027476,2023CA,Inscripción,5221.33,0.0,2020-12-18
5348,TXN-2021-027477,2023CB,Colegiatura,6070.82,0.0,2021-01-30
5348,TXN-2022-027478,2023CC,Reinscripción,1673.26,0.0,2022-08-03
5348,TXN-2023-027479,2024CA,Reinscripción,3246.76,0.0,2023-11-08
5348,TXN-2024-027480,2024CB,Colegiatura,4134.47,0.0,2024-01-05
5348,TXN-2025-027481,2024CC,Colegiatura,4423.86,1332.24,2025-05-16
5349,TXN-2020-027482,2023CA,Inscripción,5252.61,0.0,2020-01-11
5349,TXN-2021-027483,2023CB,Colegiatura,6133.87,0.0,2021-05-12
5349,TXN-2022-027484,2023CC,Reinscripción,2139.88,0.0,2022-04-23
5349,TXN-2023-027485,2024CA,Colegiatura,5620.46,0.0,2023-10-13
5349,TXN-2024-027486,2024CB,Reinscripción,2704.66,0.0,2024-05-28
5349,TXN-2025-027487,2024CC,Reinscripción,2821.77,0.0,2025-08-01
5350,TXN-2020-027488,2024CA,Inscripción,4287.61,0.0,2020-02-25
5350,TXN-2021-027489,2024CB,Colegiatura,4921.17,0.0,2021-07-16
5350,TXN-2022-027490,2024CC,Colegiatura,5032.13,0.0,2022-04-25
5351,TXN-2020-027491,2024CA,Inscripción,3595.21,878.44,2020-09-30
5351,TXN-2021-027492,2024CB,Colegiatura,5668.48,0.0,2021-07-20
5351,TXN-2022-027493,2024CC,Colegiatura,5395.71,0.0,2022-11-28
5352,TXN-2020-027494,2020CA,Inscripción,5251.89,2940.57,2020-01-26
5352,TXN-2021-027495,2020CB,Reinscripción,3400.17,0.0,2021-09-04
5352,TXN-2022-027496,2020CC,Reinscripción,1660.11,0.0,2022-04-21
5352,TXN-2023-027497,2021CA,Colegiatura,4249.53,0.0,2023-08-18
5352,TXN-2024-027498,2021CB,Colegiatura,4713.48,0.0,2024-01-20
5352,TXN-2025-027499,2021CC,Reinscripción,2090.95,0.0,2025-12-14
5353,TXN-2020-027500,2023CA,Inscripción,3164.48,815.58,2020-06-24
5353,TXN-2021-027501,2023CB,Reinscripción,2895.37,0.0,2021-05-24
5353,TXN-2022-027502,2023CC,Colegiatura,4797.62,0.0,2022-05-04
5353,TXN-2023-027503,2024CA,Reinscripción,2254.79,0.0,2023-09-28
5353,TXN-2024-027504,2024CB,Reinscripción,3364.77,0.0,2024-09-05
5353,TXN-2025-027505,2024CC,Reinscripción,2332.82,659.36,2025-06-30
5354,TXN-2020-027506,2021CA,Inscripción,4429.19,0.0,2020-07-29
5354,TXN-2021-027507,2021CB,Colegiatura,5246.82,0.0,2021-01-08
5354,TXN-2022-027508,2021CC,Colegiatura,5232.16,0.0,2022-10-18
5354,TXN-2023-027509,2022CA,Reinscripción,2135.32,552.71,2023-09-02
5354,TXN-2024-027510,2022CB,Colegiatura,6067.21,0.0,2024-08-17
5354,TXN-2025-027511,2022CC,Colegiatura,4231.92,722.15,2025-09-15
5355,TXN-2020-027512,2023CA,Inscripción,4258.57,0.0,2020-02-04
5355,TXN-2021-027513,2023CB,Reinscripción,2303.48,675.27,2021-09-23
5355,TXN-2022-027514,2023CC,Colegiatura,6168.71,0.0,2022-08-22
5355,TXN-2023-027515,2024CA,Reinscripción,1741.03,0.0,2023-09-24
5355,TXN-2024-027516,2024CB,Reinscripción,3402.48,2288.36,2024-09-30
5355,TXN-2025-027517,2024CC,Colegiatura,5516.36,0.0,2025-11-17
5356,TXN-2020-027518,2021CA,Inscripción,4566.09,2764.62,2020-09-20
5356,TXN-2021-027519,2021CB,Colegiatura,4072.06,0.0,2021-01-09
5356,TXN-2022-027520,2021CC,Reinscripción,2596.3,0.0,2022-07-23
5356,TXN-2023-027521,2022CA,Colegiatura,5410.26,0.0,2023-06-22
5356,TXN-2024-027522,2022CB,Colegiatura,5193.38,0.0,2024-01-03
5356,TXN-2025-027523,2022CC,Colegiatura,5459.79,3697.54,2025-04-19
5357,TXN-2020-027524,2023CA,Inscripción,2955.2,0.0,2020-05-12
5357,TXN-2021-027525,2023CB,Colegiatura,5828.16,0.0,2021-04-21
5357,TXN-2022-027526,2023CC,Colegiatura,4941.28,4864.83,2022-10-09
5357,TXN-2023-027527,2024CA,Colegiatura,5620.38,0.0,2023-10-14
5357,TXN-2024-027528,2024CB,Reinscripción,2474.57,1524.99,2024-02-13
5357,TXN-2025-027529,2024CC,Colegiatura,5582.32,3571.32,2025-11-29
5358,TXN-2020-027530,2021CA,Inscripción,4918.6,0.0,2020-10-26
5358,TXN-2021-027531,2021CB,Colegiatura,5674.55,0.0,2021-09-11
5358,TXN-2022-027532,2021CC,Colegiatura,3912.33,0.0,2022-09-04
5358,TXN-2023-027533,2022CA,Colegiatura,4556.35,2576.14,2023-03-16
5358,TXN-2024-027534,2022CB,Colegiatura,4215.2,0.0,2024-02-17
5358,TXN-2025-027535,2022CC,Colegiatura,5369.18,0.0,2025-10-02
5359,TXN-2020-027536,2022CA,Inscripción,5453.32,3395.01,2020-03-25
5359,TXN-2021-027537,2022CB,Colegiatura,5195.0,3118.43,2021-05-27
5359,TXN-2022-027538,2022CC,Reinscripción,1778.04,0.0,2022-07-09
5359,TXN-2023-027539,2023CA,Colegiatura,5460.28,2644.75,2023-11-28
5359,TXN-2024-027540,2023CB,Reinscripción,2923.79,0.0,2024-05-30
5359,TXN-2025-027541,2023CC,Colegiatura,4591.01,2832.75,2025-07-20
5360,TXN-2020-027542,2020CA,Inscripción,5251.49,2229.09,2020-04-23
5360,TXN-2021-027543,2020CB,Reinscripción,3231.94,2518.14,2021-08-30
5360,TXN-2022-027544,2020CC,Reinscripción,2542.92,0.0,2022-05-01
5360,TXN-2023-027545,2021CA,Colegiatura,4262.08,753.61,2023-07-04
5360,TXN-2024-027546,2021CB,Colegiatura,6045.3,0.0,2024-06-29
5360,TXN-2025-027547,2021CC,Colegiatura,5837.22,0.0,2025-10-05
5361,TXN-2020-027548,2020CA,Inscripción,2513.94,0.0,2020-04-18
5361,TXN-2021-027549,2020CA,Colegiatura,5068.73,0.0,2021-01-30
5361,TXN-2022-027550,2020CA,Colegiatura,4664.87,0.0,2022-06-07
5361,TXN-2023-027551,2020CA,Colegiatura,5796.7,0.0,2023-02-28
5361,TXN-2024-027552,2020CB,Colegiatura,5983.57,0.0,2024-08-16
5361,TXN-2025-027553,2020CC,Colegiatura,6006.64,0.0,2025-06-17
5362,TXN-2020-027554,2023CA,Inscripción,5351.15,0.0,2020-08-18
5362,TXN-2021-027555,2023CB,Colegiatura,5012.48,1248.37,2021-07-25
5362,TXN-2022-027556,2023CC,Colegiatura,4886.43,2713.81,2022-01-27
5362,TXN-2023-027557,2024CA,Colegiatura,4723.52,676.35,2023-02-26
5362,TXN-2024-027558,2024CB,Colegiatura,6074.08,0.0,2024-09-11
5362,TXN-2025-027559,2024CC,Reinscripción,2520.29,0.0,2025-10-14
5363,TXN-2020-027560,2023CA,Inscripción,4554.66,0.0,2020-12-11
5363,TXN-2021-027561,2023CB,Colegiatura,5995.09,1716.03,2021-08-31
5363,TXN-2022-027562,2023CC,Colegiatura,5724.77,1546.53,2022-02-09
5363,TXN-2023-027563,2024CA,Colegiatura,3962.17,0.0,2023-06-18
5363,TXN-2024-027564,2024CB,Colegiatura,4487.12,0.0,2024-06-09
5363,TXN-2025-027565,2024CC,Reinscripción,3096.94 ,673.67,2025-09-07
5364,TXN-2020-027566,2024CA,Inscripción,3284.11,0.0,2020-11-04
5364,TXN-2021-027567,2024CB,Reinscripción,2747.68,0.0,2021-01-09
5364,TXN-2022-027568,2024CC,Colegiatura,6179.16,0.0,2022-04-08
5365,TXN-2020-027569,2023CA,Inscripción,5443.41,0.0,2020-09-07
5365,TXN-2021-027570,2023CB,Reinscripción,1511.55,0.0,2021-04-12
5365,TXN-2022-027571,2023CC,Reinscripción,2935.93,0.0,2022-02-16
5365,TXN-2023-027572,2024CA,Colegiatura,4092.42,0.0,2023-07-03
5365,TXN-2024-027573,2024CB,Colegiatura,NULL,0.0,2024-06-01
5365,TXN-2025-027574,2024CC,Colegiatura,4229.33,0.0,2025-03-12
5366,TXN-2020-027575,2022CA,Inscripción,3305.69,0.0,2020-11-26
5366,TXN-2021-027576,2022CB,Colegiatura,6113.77,0.0,2021-08-26
5366,TXN-2022-027577,2022CC,Colegiatura,6030.81,1361.97,2022-11-16
5366,TXN-2023-027578,2023CA,Reinscripción,2158.59,0.0,2023-09-15
5366,TXN-2024-027579,2023CB,Reinscripción,3337.28,0.0,2024-10-26
5366,TXN-2025-027580,2023CC,Colegiatura,5567.44,4669.13,2025-12-14
5367,TXN-2020-027581,2024CA,Inscripción,4724.62,0.0,2020-07-16
5367,TXN-2021-027582,2024CB,Colegiatura,5145.16,0.0,2021-05-24
5367,TXN-2022-027583,2024CC,Reinscripción,3033.33,0.0,2022-05-16
5367,TXN-2023-027584,2025CA,Colegiatura,5809.43,4174.53,2023-04-01
5367,TXN-2024-027585,2025CA,Reinscripción,3345.71,0.0,2024-11-28
5368,TXN-2020-027586,2023CA,Inscripción,2802.33,1217.94,2020-11-01
5368,TXN-2021-027587,2023CB,Colegiatura,4519.27,0.0,2021-09-18
5368,TXN-2022-027588,2023CC,Colegiatura,5676.26,0.0,2022-05-13
5368,TXN-2023-027589,2024CA,Colegiatura,6148.72,0.0,2023-11-19
5368,TXN-2024-027590,2024CB,Colegiatura,5415.09,0.0,2024-08-19
5368,TXN-2025-027591,2024CC,Colegiatura,4968.69,0.0,2025-09-30
5369,TXN-2020-027592,2023CA,Inscripción,4535.31,0.0,2020-11-29
5369,TXN-2021-027593,2023CB,Colegiatura,3935.21,0.0,2021-09-06
5369,TXN-2022-027594,2023CC,Colegiatura,5535.93,0.0,2022-12-13
5369,TXN-2023-027595,2024CA,Reinscripción,1574.64,0.0,2023-12-24
5369,TXN-2024-027596,2024CB,Colegiatura,4788.23,0.0,2024-02-18
5369,TXN-2025-027597,2024CC,Colegiatura,6063.32,0.0,2025-03-02
5370,TXN-2020-027598,2023CA,Inscripción,3998.96,0.0,2020-06-13
5370,TXN-2021-027599,2023CB,Reinscripción,2795.22,0.0,2021-05-15
5370,TXN-2022-027600,2023CC,Colegiatura,5454.27,0.0,2022-10-31
5370,TXN-2023-027601,2024CA,Colegiatura,4531.93,0.0,2023-03-28
5370,TXN-2024-027602,2024CB,Reinscripción,2651.69,0.0,2024-07-05
5370,TXN-2025-027603,2024CC,Colegiatura,5724.82,1139.37,2025-07-10
5371,TXN-2020-027604,2020CA,Inscripción,-,0.0,2020-10-28
5371,TXN-2021-027605,2020CB,Colegiatura,6189.93,0.0,2021-11-12
5371,TXN-2022-027606,2020CC,Colegiatura,5592.62,4109.74,2022-12-10
5371,TXN-2023-027607,2021CA,Colegiatura,4073.58,1074.59,2023-02-01
5371,TXN-2024-027608,2021CB,Colegiatura,5123.58,0.0,2024-02-14
5371,TXN-2025-027609,2021CC,Colegiatura,4813.78,0.0,2025-07-22
5372,TXN-2020-027610,2021CA,Inscripción,4849.67,2274.27,2020-04-16
5372,TXN-2021-027611,2021CB,Colegiatura,4274.11,0.0,2021-06-26
5372,TXN-2022-027612,2021CC,Reinscripción,-,524.08,2022-10-21
5372,TXN-2023-027613,2022CA,Colegiatura,3878.58,2200.46,2023-12-03
5372,TXN-2024-027614,2022CB,Colegiatura,4067.31,0.0,2024-01-31
5372,TXN-2025-027615,2022CC,Reinscripción,2601.16,1746.59,2025-09-03
5373,TXN-2020-027616,2024CA,Inscripción,3506.1,0.0,2020-07-22
5373,TXN-2021-027617,2024CB,Reinscripción,3206.14,0.0,2021-03-30
5373,TXN-2022-027618,2024CC,Reinscripción,2151.64,0.0,2022-07-07
5374,TXN-2020-027619,2020CA,Inscripción,3983.13,0.0,2020-04-20
5374,TXN-2021-027620,2020CB,Reinscripción,2402.05,2063.27,2021-12-03
5374,TXN-2022-027621,2020CC,Reinscripción,3194.31,0.0,2022-02-23
5374,TXN-2023-027622,2021CA,Reinscripción,3153.06,2579.04,2023-05-14
5374,TXN-2024-027623,2021CB,Colegiatura,4707.96,0.0,2024-02-04
5374,TXN-2025-027624,2021CC,Colegiatura,5875.68,0.0,2025-02-11
5375,TXN-2020-027625,2025CA,Inscripción,4305.58,0.0,2020-05-20
5376,TXN-2020-027626,2025CA,Inscripción,2829.51 ,556.75,2020-10-03
5376,TXN-2021-027627,2025CA,Colegiatura,4270.09,3358.3,2021-03-10
5377,TXN-2020-027628,2025CA,Inscripción,4922.69,0.0,2020-12-15
5377,TXN-2021-027629,2025CA,Colegiatura,4714.23,0.0,2021-05-19
5378,TXN-2020-027630,2022CA,Inscripción,4510.73,0.0,2020-07-17
5378,TXN-2021-027631,2022CB,Reinscripción,NULL,0.0,2021-01-20
5378,TXN-2022-027632,2022CC,Reinscripción,2555.05,1694.52,2022-08-30
5378,TXN-2023-027633,2023CA,Reinscripción,2635.77,0.0,2023-04-02
5378,TXN-2024-027634,2023CB,Reinscripción,1611.44,0.0,2024-07-03
5378,TXN-2025-027635,2023CC,Colegiatura,3958.33,0.0,2025-07-05
5379,TXN-2020-027636,2025CA,Inscripción,2968.33,536.79,2020-10-25
5380,TXN-2020-027637,2024CA,Inscripción,5377.47,0.0,2020-05-11
5380,TXN-2021-027638,2024CB,Colegiatura,6149.65,0.0,2021-06-05
5380,TXN-2022-027639,2024CC,Colegiatura,4204.31,643.48,2022-03-10
5380,TXN-2023-027640,2025CA,Colegiatura,5352.03,0.0,2023-08-11
5380,TXN-2024-027641,2025CA,Colegiatura,3899.61,0.0,2024-02-17
5381,TXN-2020-027642,2025CA,Inscripción,2668.08,0.0,2020-08-10
5382,TXN-2020-027643,2023CA,Inscripción,5162.52,0.0,2020-08-22
5382,TXN-2021-027644,2023CB,Colegiatura,4192.72,0.0,2021-04-16
5382,TXN-2022-027645,2023CC,Colegiatura,4880.49,0.0,2022-01-04
5382,TXN-2023-027646,2024CA,Reinscripción,2785.34,0.0,2023-07-30
5382,TXN-2024-027647,2024CB,Reinscripción,1957.33,1383.39,2024-03-03
5382,TXN-2025-027648,2024CC,Colegiatura,5749.32,0.0,2025-07-05
5383,TXN-2020-027649,2023CA,Inscripción,4353.69,1102.71,2020-07-26
5383,TXN-2021-027650,2023CB,Colegiatura,4467.82,0.0,2021-01-26
5383,TXN-2022-027651,2023CC,Reinscripción,2854.39,0.0,2022-10-20
5383,TXN-2023-027652,2024CA,Colegiatura,6172.92,0.0,2023-11-04
5383,TXN-2024-027653,2024CB,Colegiatura,4826.41,0.0,2024-11-26
5383,TXN-2025-027654,2024CC,Colegiatura,5052.35,0.0,2025-03-23
5384,TXN-2020-027655,2021CA,Inscripción,5402.65,0.0,2020-04-03
5384,TXN-2021-027656,2021CB,Colegiatura,5318.86,0.0,2021-03-16
5384,TXN-2022-027657,2021CC,Colegiatura,5198.42,5163.97,2022-08-29
5384,TXN-2023-027658,2022CA,Colegiatura,4229.73,0.0,2023-02-06
5384,TXN-2024-027659,2022CB,Colegiatura,4875.54,3987.77,2024-09-10
5384,TXN-2025-027660,2022CC,Colegiatura,5736.96,0.0,2025-10-03
5385,TXN-2020-027661,2025CA,Inscripción,2670.05,0.0,2020-08-28
5385,TXN-2021-027662,2025CA,Colegiatura,3865.23,0.0,2021-03-27
5386,TXN-2020-027663,2023CA,Inscripción,3488.02,0.0,2020-05-01
5386,TXN-2021-027664,2023CB,Colegiatura,5824.96,0.0,2021-06-14
5386,TXN-2022-027665,2023CC,Colegiatura,4002.38,0.0,2022-02-11
5386,TXN-2023-027666,2024CA,Colegiatura,,0.0,2023-07-25
5386,TXN-2024-027667,2024CB,Reinscripción,3392.8,0.0,2024-07-04
5386,TXN-2025-027668,2024CC,Colegiatura,5594.29,0.0,2025-02-23
5387,TXN-2020-027669,2020CA,Inscripción,3030.46,0.0,2020-06-03
5387,TXN-2021-027670,2020CA,Colegiatura,4571.29,0.0,2021-09-04
5387,TXN-2022-027671,2020CA,Colegiatura,4410.44,0.0,2022-05-08
5387,TXN-2023-027672,2020CA,Reinscripción,2408.53,0.0,2023-11-07
5387,TXN-2024-027673,2020CB,Reinscripción,2050.2,509.21,2024-08-02
5387,TXN-2025-027674,2020CC,Colegiatura,5821.67,0.0,2025-09-04
5388,TXN-2020-027675,2020CA,Inscripción,5347.73,0.0,2020-08-13
5388,TXN-2021-027676,2020CA,Colegiatura,6083.8,0.0,2021-06-25
5388,TXN-2022-027677,2020CA,Colegiatura,4953.67,0.0,2022-04-14
5388,TXN-2023-027678,2020CA,Reinscripción,1592.54,0.0,2023-02-23
5388,TXN-2024-027679,2020CA,Colegiatura,5839.97,0.0,2024-03-06
5388,TXN-2025-027680,2020CA,Reinscripción,3247.19,0.0,2025-11-04
5389,TXN-2020-027681,2021CA,Inscripción,2955.45,0.0,2020-12-14
5389,TXN-2021-027682,2021CB,Colegiatura,5939.71,0.0,2021-02-03
5389,TXN-2022-027683,2021CC,Colegiatura,5428.34,1213.09,2022-05-13
5389,TXN-2023-027684,2022CA,Colegiatura,5048.86,2650.01,2023-06-16
5389,TXN-2024-027685,2022CB,Colegiatura,5832.71,4306.09,2024-03-18
5389,TXN-2025-027686,2022CC,Colegiatura,3931.69,0.0,2025-07-12
5390,TXN-2020-027687,2021CA,Inscripción,4901.17,0.0,2020-04-23
5390,TXN-2021-027688,2021CB,Colegiatura,5829.84,0.0,2021-12-22
5390,TXN-2022-027689,2021CC,Reinscripción,1514.41,0.0,2022-02-28
5390,TXN-2023-027690,2022CA,Colegiatura,4190.26,1497.17,2023-04-03
5390,TXN-2024-027691,2022CB,Colegiatura,4083.74,0.0,2024-04-24
5390,TXN-2025-027692,2022CC,Colegiatura,5410.57,0.0,2025-10-11
5391,TXN-2020-027693,2023CA,Inscripción,4386.32,0.0,2020-02-23
5391,TXN-2021-027694,2023CB,Reinscripción,2887.27,0.0,2021-01-24
5391,TXN-2022-027695,2023CC,Colegiatura,5780.4,0.0,2022-06-01
5391,TXN-2023-027696,2024CA,Colegiatura,5728.88,3176.19,2023-09-11
5391,TXN-2024-027697,2024CB,Colegiatura,5104.21,0.0,2024-11-20
5391,TXN-2025-027698,2024CC,Reinscripción,2510.19,0.0,2025-01-19
5392,TXN-2020-027699,2020CA,Inscripción,4577.09,0.0,2020-10-29
5392,TXN-2021-027700,2020CB,Colegiatura,5890.94,1472.44,2021-11-16
5392,TXN-2022-027701,2020CC,Colegiatura,5532.04,0.0,2022-08-08
5392,TXN-2023-027702,2021CA,Colegiatura,4121.6,0.0,2023-07-28
5392,TXN-2024-027703,2021CB,Reinscripción,1949.55,0.0,2024-04-14
5392,TXN-2025-027704,2021CC,Colegiatura,5569.11,0.0,2025-04-14
5393,TXN-2020-027705,2021CA,Inscripción,4363.39,0.0,2020-11-30
5393,TXN-2021-027706,2021CB,Colegiatura,4975.53,0.0,2021-11-14
5393,TXN-2022-027707,2021CC,Colegiatura,3980.71,0.0,2022-12-11
5393,TXN-2023-027708,2022CA,Colegiatura,3989.89,0.0,2023-09-20
5393,TXN-2024-027709,2022CB,Colegiatura,5931.05,0.0,2024-08-18
5393,TXN-2025-027710,2022CC,Colegiatura,4984.75,0.0,2025-05-23
5394,TXN-2020-027711,2021CA,Inscripción,5360.04,0.0,2020-03-27
5394,TXN-2021-027712,2021CB,Colegiatura,3999.86,0.0,2021-12-17
5394,TXN-2022-027713,2021CC,Colegiatura,4569.15,3231.22,2022-06-19
5394,TXN-2023-027714,2022CA,Reinscripción,1802.18,0.0,2023-01-19
5394,TXN-2024-027715,2022CB,Reinscripción,2099.16,561.26,2024-05-10
5394,TXN-2025-027716,2022CC,Colegiatura,6199.14,500.03,2025-02-07
5395,TXN-2020-027717,2020CA,Inscripción,3960.77,0.0,2020-10-15
5395,TXN-2021-027718,2020CA,Colegiatura,5693.95,0.0,2021-02-16
5395,TXN-2022-027719,2020CA,Reinscripción,2994.76,0.0,2022-10-24
5395,TXN-2023-027720,2020CA,Reinscripción,2361.45,0.0,2023-09-24
5395,TXN-2024-027721,2020CA,Reinscripción,1628.25,0.0,2024-09-24
5395,TXN-2025-027722,2020CA,Colegiatura,3843.33,0.0,2025-06-15
5396,TXN-2020-027723,2023CA,Inscripción,2674.01,0.0,2020-08-22
5396,TXN-2021-027724,2023CB,Colegiatura,5555.57,0.0,2021-05-24
5396,TXN-2022-027725,2023CC,Colegiatura,4812.32,0.0,2022-03-25
5396,TXN-2023-027726,2024CA,Colegiatura,5931.85,0.0,2023-06-07
5396,TXN-2024-027727,2024CB,Colegiatura,3862.31,3376.99,2024-11-25
5396,TXN-2025-027728,2024CC,Reinscripción,1923.87,0.0,2025-02-08
5397,TXN-2020-027729,2023CA,Inscripción,4658.28,0.0,2020-07-04
5397,TXN-2021-027730,2023CB,Colegiatura,3833.92,0.0,2021-05-08
5397,TXN-2022-027731,2023CC,Reinscripción,3302.67,0.0,2022-09-29
5397,TXN-2023-027732,2024CA,Colegiatura,3970.42,1733.99,2023-01-03
5397,TXN-2024-027733,2024CB,Colegiatura,5102.06,0.0,2024-09-10
5397,TXN-2025-027734,2024CC,Colegiatura,5471.6,0.0,2025-07-27
5398,TXN-2020-027735,2020CA,Inscripción,3170.91,0.0,2020-03-10
5398,TXN-2021-027736,2020CA,Colegiatura,4180.52,0.0,2021-01-31
5398,TXN-2022-027737,2020CA,Colegiatura,4220.82,0.0,2022-05-20
5398,TXN-2023-027738,2020CA,Colegiatura,5097.39,0.0,2023-05-21
5398,TXN-2024-027739,2020CB,Colegiatura,5028.51,0.0,2024-05-05
5398,TXN-2025-027740,2020CC,Reinscripción,2993.19,0.0,2025-12-24
5399,TXN-2020-027741,2024CA,Inscripción,2965.8,0.0,2020-12-20
5399,TXN-2021-027742,2024CB,Reinscripción,1702.32,0.0,2021-10-31
5399,TXN-2022-027743,2024CC,Reinscripción,2012.83,0.0,2022-03-07
5399,TXN-2023-027744,2025CA,Colegiatura,4448.63,0.0,2023-03-08
5399,TXN-2024-027745,2025CA,Colegiatura,5276.6,0.0,2024-11-13
5400,TXN-2020-027746,2020CA,Inscripción,3191.6,0.0,2020-10-11
5400,TXN-2021-027747,2020CA,Reinscripción,1846.76,1178.21,2021-07-04
5400,TXN-2022-027748,2020CA,Colegiatura,5780.47,0.0,2022-07-02
5400,TXN-2023-027749,2020CA,Colegiatura,3947.65,0.0,2023-04-01
5400,TXN-2024-027750,2020CB,Colegiatura,5054.0,0.0,2024-06-17
5400,TXN-2025-027751,2020CC,Reinscripción,3481.18,0.0,2025-04-04
5401,TXN-2020-027752,2024CA,Inscripción,3650.74,0.0,2020-07-30
5401,TXN-2021-027753,2024CB,Colegiatura,5810.06,0.0,2021-05-21
5401,TXN-2022-027754,2024CC,Colegiatura,4145.69,0.0,2022-08-15
5401,TXN-2023-027755,2025CA,Colegiatura,4805.91,0.0,2023-01-21
5401,TXN-2024-027756,2025CA,Colegiatura,5403.8,0.0,2024-07-20
5402,TXN-2020-027757,2020CA,Inscripción,3287.71,0.0,2020-11-05
5402,TXN-2021-027758,2020CA,Reinscripción,2052.37,768.32,2021-06-04
5402,TXN-2022-027759,2020CA,Reinscripción,1890.34,0.0,2022-11-18
5402,TXN-2023-027760,2020CA,Colegiatura,4043.47,0.0,2023-03-30
5402,TXN-2024-027761,2020CA,Reinscripción,1537.41,0.0,2024-03-23
5402,TXN-2025-027762,2020CA,Colegiatura,3935.64,718.44,2025-11-05
5403,TXN-2020-027763,2023CA,Inscripción,3375.05,0.0,2020-03-08
5403,TXN-2021-027764,2023CB,Colegiatura,4063.42,0.0,2021-01-12
5403,TXN-2022-027765,2023CC,Colegiatura,6183.78,0.0,2022-02-20
5403,TXN-2023-027766,2024CA,Colegiatura,3857.21,0.0,2023-12-18
5403,TXN-2024-027767,2024CB,Reinscripción,2179.86,0.0,2024-01-04
5403,TXN-2025-027768,2024CC,Colegiatura,4226.32,0.0,2025-11-10
5404,TXN-2020-027769,2022CA,Inscripción,4567.84,3363.76,2020-12-28
5404,TXN-2021-027770,2022CB,Colegiatura,4531.18,0.0,2021-08-13
5404,TXN-2022-027771,2022CC,Colegiatura,5011.96,3700.78,2022-04-24
5404,TXN-2023-027772,2023CA,Colegiatura,5377.75,0.0,2023-12-28
